Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
2286811850,"CBN Elective 4","","",,,,4,"",",CG32,CG32,CG32,CG32,CG32,CG32,CG32,CG32",
2287596290,"LTEN 26","","",,,,4,"",",LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT36",
2293669996,"VIS 41","","",,,,4,"",",MU27,MU27,MU27,MU27,MU27,MU27,MU27,MU27,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30,VA30",
2295769860,"CHEM ELECTIVE LAB 2","","",,,,4,"",",CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25",
2296989557,"BIOLOGY GE","","",,,,4,"",",AA25,AN26,AN27,AN28,AN30,BE29,CE25,CH25,CL25,CM26,CN25,CR25,CS25,CS26,DS25,EC26,EC27,EC28,EC37,ED25,EN25,EN28,EN30,ET25,GH25,GL25,GS25,HI25,IS25,IS26,IS27,IS28,IS29,IS30,IS31,IS34,IS36,IT25,JA25,JS25,LA25,LA26,LA27,LN25,LN29,LN32,LN33,LN34,LT33,LT34,LT36,LT41,MA27,MA29,MA30,MA31,MA32,MA33,MA35,MC25,MC27,MC30,MC31,MC32,MC33,MC34,MU25,MU26,MU27,PC25,PC26,PC28,PC29,PC30,PC31,PC32,PC33,PC35,PL25,PS25,PS26,PS27,PS28,PS29,PS30,PS31,PS32,PS34,PY28,PY29,PY30,PY31,PY32,PY33,PY34,RE26,RU26,SE27,SI30,SI31,SO25,SO27,SO28,SO29,SO30,SO31,SO32,SO33,TH26,TH27,UN27,UNHA,UNSS,US26,US27,VA26,VA27,VA28,VA29,VA30",
2297171001,"CHINESE STUDIES COLLOQUIUM","","",,,,4,"",",CN25,CN25,CN25,CN25,CN25,CN25,CN25,CN25",
2299916122,"ECON/POLI 5","","",,,,4,"",",EN30,EN30,EN30,EN30,EN30,EN30,EN30,EN30",
2300847622,"UD Core Course - Capstone","","",,,,4,"",",AA25,AA25,AA25,AA25,AA25,AA25,AA25,AA25",
2301610973,"Elective 15","","",,,,4,"",",AA25,AA25,AN26,AN27,AN28,AN30,AN30,CM26,CR25,ED25,EN25,ET25,GH25,LA26,PL25,PS32,RE26,SO25,SO27,SO28,SO29,SO30,SO31,SO32,SO33,US26",
2302728663,"DEPTH #6","","",,,,4,"",",EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37",
2308929873,"DF5 - SOCIOLOGY","","",,,,4,"",",IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31",
2312841103,"UD LIT COURSE 1","","",,,,4,"",",LT41,LT41,LT41,LT41,LT41,LT41,LT41,LT41",
2314477552,"DF4 - SOCIOLOGY","","",,,,4,"",",IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31",
2317400992,"BIMM 181","","","1859354869;2691897788;1626997754",,,4,"",",BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34",
2320292108,"CBN Elective 6","","",,,,4,"",",CG32,CG32,CG32,CG32,CG32,CG32,CG32,CG32",
2321801716,"Language requirement 1","","",,,,5,"",",LN32",
2321837796,"HIUD 4","","",,,,4,"",",HI25,HI25,HI25,HI25,HI25,HI25,HI25,HI25",
2325584833,"SIO 75","","","1266932230",,,4,"",",SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31",
2327864411,"LIGN 112/113","","",,,,4,"",",LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34",
2329246237,"Anthropology UD elective course 1","","",,,,4,"",",AN28,AN28,AN28,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,AN30,AN30,AN30,AN30",
2330526833,"SOCI 60","","",,,,4,"",",SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,SO33,SO33",
2332913601,"MAE 11","","","1992854805;375016303",,,4,"",",MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
2337483401,"Elective 20","","",,,,4,"",",ED25",
2338064032,"BIOCHEM Restricted Elective 1","","",,,,4,"",",CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38",
2338576950,"COGS 101A/101B/101C 2","","","48228726",,,4,"",",CG35,CG35,CG35,CG35,CG35,CG35,CG35,CG35",
2342936396,"CAT 125/Practicum 1","","",,,,4,"",",AA25,PS32",
2344811020,"SOCI-UD CONCENTRATION 3","","",,,,4,"",",SO28,SO28,SO28,SO28,SO28,SO28,SO28,SO28",
2351281136,"MAE 155B","","","2691236825;432562344;1507235281;2736978934",,,4,"",",MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25",
2352144179,"LIIT 1C","","","3824042142;995667505",,,2.5,"",",IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25",
2352338849,"History Elective 1","","",,,,4.0,"",",GS25,GS25,GS25,GS25,GS25,GS25,GS25,GS25",
2361065303,"MUIR UD ELECTIVE 6","","",,,,4,"",",HI25",
2361451140,"DF4 - POLI SCI","","",,,,4,"",",IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30",
2361760692,"HDS CORE COURSE 1","","",,,,4,"",",HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,HS28,HS28,HS28",
2365848175,"Ling Elective 2","","",,,,4,"",",LN34",
2367957147,"Professional Elective 1","","",,,,4,"",",EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28",
2374723129,"TDHD 21","","","3449160014",,,4,"",",TH27,TH27,TH27,TH27,TH27,TH27,TH27,TH27",
2377833625,"MAE 143B","","","3713030885",,,4,"",",MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
2378109181,"UD Major Elective 12","","",,,,4,"",",GL25",
2379295865,"LTGM 101","","",,,,4.0,"",",GS25,GS25,GS25,GS25,GS25,GS25,GS25,GS25",
2382324706,"UD NEURO CORE 1","","",,,,4,"",",BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38",
2385402966,"Language Requirement 3","","",,,,5,"",",LN25,LN29,LN33,LN34",
2386832359,"LTRU 1C","","","998783203",,,5,"",",RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26",
2389643770,"Foundation History 3","","",,,,4,"",",VA26,VA26,VA26,VA26,VA26,VA26,VA26,VA26",
2390871765,"UD EBE","","",,,,4,"",",BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31",
2391016470,"DF8 - HISTORY","","",,,,4,"",",IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27",
2398514693,"SE 101C","","","1497098272;239217724",,,4,"",",SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27",
2401559154,"Intermediate Media Studies 1","","",,,,4,"",",VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27",
2407124045,"PHYS UD RE 2","","",,,,4,"",",PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34",
2407809113,"ECON 110A","","","2452577601;1183307611;3148351944",,,4,"",",EN25,EN25,EN25,EN25,EN25,EN25,EN25,EN25",
2409606274,"VIS 142","","",,,,4,"",",VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29",
2411344434,"PRACTICUM","","",,,,4,"",",PC25",
2412912660,"CAT 3","","","2532694288",,,6,"",",AA25,AN26,AN27,AN28,AN29,AN30,BE25,BE27,BE28,BE29,BI30,BI31,BI32,BI34,BI35,BI37,BI38,CE25,CG25,CG29,CG31,CG32,CG33,CG34,CG35,CH25,CH34,CH35,CH36,CH38,CL25,CM26,CN25,CR25,CS25,CS26,CS27,DS25,EC26,EC27,EC28,EC37,ED25,EN25,EN28,EN30,ES25,ES26,ES27,ES28,ET25,GH25,GH26,GL25,GS25,HI25,HS25,HS26,HS27,HS28,IS25,IS26,IS27,IS28,IS29,IS30,IS31,IS34,IS36,IT25,JA25,JS25,LA25,LA26,LA27,LN25,LN29,LN32,LN33,LN34,LT33,LT34,LT34,LT34,LT34,LT36,LT41,MA27,MA29,MA30,MA31,MA32,MA33,MA35,MC25,MC27,MC30,MC31,MC32,MC33,MC34,MU25,MU26,MU27,NA25,PB25,PB26,PB27,PB28,PB29,PB30,PB31,PC25,PC26,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PL25,PS25,PS26,PS27,PS28,PS29,PS30,PS31,PS32,PS34,PY26,PY28,PY29,PY30,PY31,PY32,PY33,PY34,RE26,RU26,SE27,SI29,SI30,SI31,SO25,SO27,SO28,SO29,SO30,SO31,SO32,SO33,TH26,TH27,US26,US27,VA26,VA27,VA28,VA29,VA30",
2413543665,"USP 3","","",,,,4,"",",US26,US26,US26,US26,US26,US26,US26,US26",
2420304335,"UD LTEN 3","","",,,,4,"",",LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT36",
2422555474,"UD GEOSCIENCES ELECTIVE 7","","",,,,4,"",",SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31",
2422864161,"PRACTICUM/CAT 125","","",,,,4,"",",RE26",
2426247704,"MATH 181A","","","1497098272;2452577601;741494894",,,4,"",",MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35,MA35",
2427022489,"UD Major 13","","",,,,4,"",",MA31,MA31,MA31,MA31,MA31,MA31,MA31,MA31,MA33,MA33,MA33,MA33,MA33,MA33,MA33,MA33",
2427940643,"LTRU 2B","","","2272147818",,,5,"",",RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26",
2429805712,"TDDR 111","","","1466667830",,,4,"",",TH26,TH26,TH26,TH26,TH26,TH26,TH26,TH26",
2429900876,"LD Language 5","","",,,,5,"",",LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT41,LT41,LT41,LT41,LT41,LT41,LT41,LT41",
2430484442,"SOCI UD CONCENTRATION 4","","",,,,4,"",",SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,SO33,SO33",
2432542874,"ANTH 101","","",,,,4,"",",AN26,AN26,AN26,AN26,AN26,AN26,AN26,AN26,AN27,AN27,AN27,AN27,AN27,AN27,AN27,AN27,AN28,AN28,AN28,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,AN30,AN30,AN30,AN30",
2433438944,"SYN 100","","","680743639;3011861408",,,4,"",",AA25,AN26,AN27,AN28,AN29,AN30,BE25,BE27,BE28,BE29,BI30,BI31,BI32,BI34,BI35,BI37,BI38,CE25,CG25,CG29,CG31,CG32,CG33,CG34,CG35,CH25,CH34,CH35,CH36,CH38,CL25,CM26,CN25,CR25,CS25,CS26,CS27,DS25,EC26,EC27,EC28,EC37,ED25,EN25,EN28,EN30,ES25,ES26,ES27,ES28,ET25,GH25,GH26,GL25,GS25,HI25,HS25,HS26,HS27,HS28,IS25,IS26,IS27,IS28,IS29,IS30,IS31,IS34,IS36,IT25,JA25,JS25,LA25,LA26,LA27,LN25,LN29,LN32,LN33,LN34,LT33,LT34,LT36,LT41,MA27,MA29,MA30,MA31,MA32,MA33,MA35,MC25,MC27,MC30,MC31,MC32,MC33,MC34,MU25,MU26,MU27,NA25,PB25,PB26,PB27,PB28,PB29,PB30,PB31,PC25,PC26,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PL25,PS25,PS26,PS27,PS28,PS29,PS30,PS31,PS32,PS34,PY26,PY28,PY29,PY30,PY31,PY32,PY33,PY34,RE26,RU26,SE27,SI29,SI30,SI31,SO25,SO27,SO28,SO29,SO30,SO31,SO32,SO33,TH26,TH27,US26,US27,VA26,VA27,VA28,VA29,VA30",
2437670990,"LIIT 1A","","",,,,2.5,"",",IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25",
2438477273,"MAE 156B","","","556802587;3859384312;2250458268;2377833625;3652155385",,,4,"",",MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
2440066282,"DF3 - LINGUISTICS","","",,,,4,"",",IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28",
2444196395,"CHIN 20C","","",,,,4,"",",CN25,CN25,CN25,CN25,CN25,CN25,CN25,CN25",
2445718114,"HDS 191","","","3761104771;2652177605",,,6,"",",HS25,HS25,HS25,HS25,HS25,HS25,HS25,HS25,HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,HS28,HS28,HS28",
2447771697,"PHYS 1AL","","","598946973;1951273808",,,3,"",",BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,PB31,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29",
2448920655,"PSYC CORE 2","","",,,,4,"",",PC25,PC25,PC25,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC26,PC26,PC26,PC26,PC26,PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC29,PC29,PC29,PC29,PC29,PC29,PC29,PC29,PC30,PC30,PC30,PC30,PC30,PC30,PC30,PC30,PC32,PC32,PC32,PC32,PC32,PC32,PC32,PC32,PC33,PC33,PC33,PC33,PC33,PC33,PC33,PC33",
2448972829,"UD POLI 3","","",,,,4,"",",PS25,PS25,PS25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,PS34,PS34,PS34,PS34",
2449831573,"MUS 101A","","","2731646793;1205861857",,,4,"",",MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25",
2449987092,"UD Elective Movement 1","","",,,,4,"",",TH27,TH27,TH27,TH27,TH27,TH27,TH27,TH27",
2451287572,"UD BIO ELECT","","",,,,4,"",",BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38",
2452185837,"BENG 187C","","","1640542010",,,1,"",",BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29",
